Runs	oilvis	dtmax	kvkh	mflt1	mflt2	mflt3	mflt4	oilexp	owc	sorw	swc	watexp	scen	prop	size	perm	poro
run516	4.8881300000	365.0000000000	0.0100000000	0.6209110000	0.6645760000	0.4711280000	0.3086390000	2.8114900000	-1067.0200000000	0.1187900000	0.1992150000	1.7993900000	2.0000000000	46.5111000000	247.0570000000	360	641
run517	7.8619200000	91.2500000000	0.0010000000	0.5549020000	0.1080220000	0.1284580000	0.0520048000	3.0685300000	-1067.2400000000	0.1412710000	0.2023330000	2.0195900000	2.0000000000	35.6221000000	248.3380000000	691	373
run518	13.6261000000	182.5000000000	0.0100000000	0.7826610000	0.4591870000	0.6542400000	0.5053040000	3.2783900000	-1071.2200000000	0.1600990000	0.2097790000	2.0745400000	2.0000000000	30.3253000000	124.0240000000	808	302
run519	12.5042000000	91.2500000000	0.1000000000	0.0692141000	0.6598640000	0.5050360000	0.1245770000	2.7565300000	-1068.2000000000	0.2737800000	0.1771770000	2.0068600000	2.0000000000	30.5799000000	264.8670000000	830	303
run520	8.7798300000	91.2500000000	0.0100000000	0.5142430000	0.7544870000	0.9445670000	0.3221570000	2.7191900000	-1064.9100000000	0.1673140000	0.2396520000	1.8123700000	3.0000000000	42.3527000000	197.7020000000	421	498
run521	10.0210000000	182.5000000000	0.1000000000	0.4195520000	0.5157620000	0.6342000000	0.8506280000	2.7563800000	-1069.9000000000	0.1435110000	0.2477970000	1.8343300000	2.0000000000	44.5592000000	191.0310000000	420	578
run522	8.9849600000	365.0000000000	0.0100000000	0.7146660000	0.6715490000	0.4630520000	0.4964170000	3.1732000000	-1067.6700000000	0.2635080000	0.2384070000	2.0193500000	2.0000000000	40.1315000000	172.1400000000	523	496
run523	7.1572500000	91.2500000000	0.0010000000	0.2281090000	0.4544160000	0.8844810000	0.5895100000	3.1023900000	-1068.4900000000	0.3160350000	0.1957570000	1.9896900000	2.0000000000	38.2974000000	286.6760000000	658	433
run524	11.7001000000	182.5000000000	0.0100000000	0.7318100000	0.1256680000	0.2717780000	0.6415610000	3.1635300000	-1062.9400000000	0.2670950000	0.2585700000	1.9471000000	2.0000000000	36.9802000000	242.4480000000	708	431
run525	10.6893000000	91.2500000000	0.0010000000	0.8810030000	0.7203490000	0.7970190000	0.5390300000	2.8169300000	-1064.2900000000	0.1458910000	0.2285530000	2.1077800000	1.0000000000	49.7443000000	135.8230000000	29	713
run526	10.3273000000	91.2500000000	0.1000000000	0.0093168300	0.5803280000	0.6947220000	0.3164100000	3.1886200000	-1068.5000000000	0.1204240000	0.1682360000	1.9452800000	1.0000000000	30.7160000000	175.6310000000	808	302
run527	14.2055000000	91.2500000000	0.1000000000	0.3604280000	0.3651090000	0.3846690000	0.9588370000	2.7114600000	-1071.6500000000	0.2439780000	0.1542360000	2.0344700000	2.0000000000	46.6478000000	190.2680000000	308	646
run528	10.0736000000	91.2500000000	0.0010000000	0.7966150000	0.7055650000	0.7920370000	0.9204470000	2.8337400000	-1073.3200000000	0.2174840000	0.1744020000	1.9254000000	2.0000000000	37.3452000000	195.3520000000	658	433
run529	12.6922000000	91.2500000000	0.0100000000	0.0389584000	0.5909670000	0.7352280000	0.1141980000	3.2411900000	-1072.8700000000	0.2353470000	0.3261820000	2.0360700000	2.0000000000	43.7315000000	156.3010000000	308	641
run530	9.3773000000	365.0000000000	0.0100000000	0.2094030000	0.3605870000	0.7488270000	0.6741990000	2.5089400000	-1070.4500000000	0.2289010000	0.2062150000	2.0054500000	1.0000000000	49.5569000000	121.2590000000	25	717
run531	8.4242700000	91.2500000000	0.1000000000	0.4347530000	0.6248620000	0.9511740000	0.8159200000	3.0348600000	-1064.6800000000	0.1853560000	0.2367030000	2.1841300000	2.0000000000	48.9569000000	161.7140000000	184	684
run532	9.3870200000	91.2500000000	0.0100000000	0.5255760000	0.8785620000	0.2970920000	0.8603730000	3.3024700000	-1074.0200000000	0.2026840000	0.1541970000	1.9819200000	1.0000000000	32.1265000000	295.6360000000	828	281
run533	10.9884000000	91.2500000000	0.0010000000	0.0722768000	0.8469010000	0.3929400000	0.4208800000	2.9738600000	-1061.0400000000	0.1955250000	0.1022880000	1.9998900000	2.0000000000	46.7473000000	179.0180000000	308	646
run534	10.8308000000	365.0000000000	0.0010000000	0.1870170000	0.7683750000	0.0610965000	0.9904010000	3.0723800000	-1069.6800000000	0.1578740000	0.2206520000	2.1324900000	3.0000000000	32.5019000000	150.6000000000	708	431
run535	8.5440900000	365.0000000000	0.1000000000	0.5615200000	0.9441750000	0.4293770000	0.1371050000	2.9150000000	-1069.4000000000	0.2398760000	0.1397950000	1.9969000000	3.0000000000	39.1464000000	177.6330000000	523	435
run536	6.1678100000	91.2500000000	0.0100000000	0.4009840000	0.2815500000	0.0491353000	0.6247880000	2.8154700000	-1065.2400000000	0.2636980000	0.1839060000	2.1095600000	1.0000000000	30.5286000000	267.7420000000	801	307
run537	11.0450000000	91.2500000000	0.1000000000	0.9495680000	0.0336101000	0.4525470000	0.2050870000	3.2175600000	-1069.9700000000	0.1626570000	0.1309400000	2.0398000000	2.0000000000	46.5526000000	222.4830000000	308	646
run538	11.8390000000	182.5000000000	0.0010000000	0.6245150000	0.7478940000	0.5079900000	0.1892570000	2.7272700000	-1074.8900000000	0.2024720000	0.2099480000	2.0459000000	1.0000000000	37.8152000000	242.8270000000	602	407
run539	12.8916000000	365.0000000000	0.1000000000	0.5408270000	0.6071400000	0.9817370000	0.9018530000	2.9807500000	-1063.6100000000	0.2153010000	0.1593940000	2.1037600000	1.0000000000	31.8171000000	219.1260000000	763	302
run540	11.3656000000	91.2500000000	0.1000000000	0.5221960000	0.9571660000	0.1951580000	0.6365890000	2.9108100000	-1065.1500000000	0.2402670000	0.3190410000	1.9905700000	1.0000000000	43.1260000000	129.8840000000	307	590
run541	11.4760000000	365.0000000000	0.1000000000	0.2073950000	0.9192380000	0.1202670000	0.3116240000	2.5794000000	-1068.7500000000	0.1588510000	0.1853520000	2.0302000000	2.0000000000	45.5962000000	299.7990000000	308	646
run542	13.2809000000	91.2500000000	0.0100000000	0.2885260000	0.5128290000	0.5698130000	0.9184390000	2.6631900000	-1062.8000000000	0.2643800000	0.2805220000	1.9418300000	3.0000000000	39.3362000000	139.3630000000	519	433
run543	11.3324000000	365.0000000000	0.0010000000	0.2583280000	0.3461210000	0.2441630000	0.8440140000	3.2238900000	-1063.9700000000	0.2368040000	0.1789660000	1.8840100000	1.0000000000	37.0132000000	101.1410000000	658	433
run544	8.0471000000	182.5000000000	0.0100000000	0.2952950000	0.9807010000	0.9260240000	0.8003380000	3.0816000000	-1066.9700000000	0.1693470000	0.1710750000	1.9349200000	2.0000000000	35.2944000000	201.5590000000	708	431
run545	8.4819200000	182.5000000000	0.0010000000	0.1199560000	0.1034330000	0.6536280000	0.2708190000	2.7306100000	-1065.6600000000	0.1169530000	0.1811940000	1.8881600000	3.0000000000	40.4263000000	279.5590000000	527	435
run546	8.3719100000	182.5000000000	0.0010000000	0.7089430000	0.5379130000	0.1006910000	0.6670590000	3.0602600000	-1074.5200000000	0.2428670000	0.2217670000	2.0314400000	3.0000000000	38.1161000000	136.1340000000	658	433
run547	9.5985900000	182.5000000000	0.0100000000	0.4167270000	0.8595270000	0.0627393000	0.6053330000	3.1064800000	-1069.8300000000	0.1009920000	0.2662210000	1.9628500000	1.0000000000	38.5452000000	257.8050000000	590	433
run548	9.3493800000	182.5000000000	0.0100000000	0.1586530000	0.3426910000	0.7092880000	0.8350050000	2.7598600000	-1075.5700000000	0.1096340000	0.1917470000	2.1062500000	2.0000000000	46.0692000000	269.8600000000	307	646
run549	11.3424000000	91.2500000000	0.0100000000	0.7423020000	0.3262400000	0.1374100000	0.9828560000	2.6541700000	-1061.8500000000	0.1249440000	0.1644800000	2.0999400000	1.0000000000	32.4946000000	292.2600000000	797	220
run550	12.6101000000	365.0000000000	0.0010000000	0.7102380000	0.6890450000	0.0595903000	0.9281720000	3.2018200000	-1071.4800000000	0.1230910000	0.1085470000	1.7702700000	3.0000000000	39.2795000000	274.9080000000	662	433
run551	13.5246000000	91.2500000000	0.1000000000	0.7489020000	0.0882852000	0.7170780000	0.0508782000	3.1029500000	-1071.7000000000	0.1523740000	0.2089010000	1.8834200000	1.0000000000	45.2422000000	110.7060000000	308	646
run552	13.1896000000	365.0000000000	0.0010000000	0.2411870000	0.4167820000	0.7382010000	0.0625037000	3.1876200000	-1070.5100000000	0.2210300000	0.1850360000	2.0849500000	3.0000000000	37.4581000000	138.1790000000	658	431
run553	9.7308200000	182.5000000000	0.1000000000	0.0601673000	0.4046820000	0.2901280000	0.2082290000	2.9322200000	-1074.7700000000	0.2517220000	0.1331500000	1.9525900000	1.0000000000	38.7210000000	102.1730000000	523	435
run554	10.6940000000	365.0000000000	0.1000000000	0.9700400000	0.4465470000	0.5616900000	0.3731950000	2.9817600000	-1068.4400000000	0.1660380000	0.2215690000	2.0592700000	2.0000000000	36.7794000000	259.5330000000	649	435
run555	11.6074000000	182.5000000000	0.0010000000	0.4115690000	0.5743180000	0.1329190000	0.2879820000	2.8697400000	-1072.5000000000	0.1368440000	0.2133180000	1.9389500000	1.0000000000	47.5774000000	230.7660000000	308	646
run556	8.9953000000	182.5000000000	0.0010000000	0.9366630000	0.4587650000	0.4823180000	0.1723960000	2.7315000000	-1067.8100000000	0.2414310000	0.1425850000	2.0365200000	3.0000000000	34.8598000000	176.2720000000	708	431
run557	10.8825000000	365.0000000000	0.0010000000	0.4935140000	0.0073357700	0.9806180000	0.7928890000	2.7468900000	-1073.4300000000	0.1918480000	0.1831080000	1.9088700000	1.0000000000	30.7141000000	292.1930000000	669	342
run558	9.4506800000	182.5000000000	0.0010000000	0.8396240000	0.8906450000	0.5286040000	0.0619694000	2.5934200000	-1070.4100000000	0.2257450000	0.1982860000	1.8888800000	1.0000000000	34.2067000000	120.9360000000	708	431
run559	8.1209300000	365.0000000000	0.1000000000	0.7077060000	0.0113501000	0.5064620000	0.6937020000	2.9480600000	-1071.1600000000	0.1986490000	0.2220910000	1.9282700000	2.0000000000	37.5729000000	204.4590000000	522	435
run560	10.1087000000	182.5000000000	0.0010000000	0.4635570000	0.1626180000	0.6078620000	0.2068680000	3.2706300000	-1065.9500000000	0.1613920000	0.1945190000	2.1271200000	1.0000000000	49.2395000000	126.9110000000	191	685
run561	9.7761600000	91.2500000000	0.0100000000	0.9677310000	0.9898510000	0.2576810000	0.5615880000	3.5013000000	-1064.6200000000	0.2564180000	0.2331940000	2.0649300000	1.0000000000	38.5195000000	278.1550000000	562	440
run562	8.7904200000	91.2500000000	0.0010000000	0.7278610000	0.7879150000	0.9863790000	0.2736370000	3.2840100000	-1066.8300000000	0.1360430000	0.1561490000	2.0959800000	3.0000000000	49.1675000000	276.4090000000	72	687
run563	10.8302000000	182.5000000000	0.1000000000	0.5876570000	0.1718330000	0.8550540000	0.9355460000	3.4977800000	-1072.3900000000	0.2898700000	0.1792440000	1.8757300000	1.0000000000	31.9550000000	277.4710000000	838	320
run564	11.9660000000	182.5000000000	0.1000000000	0.9668320000	0.7049470000	0.3163000000	0.0655096000	2.7756000000	-1072.3500000000	0.2333830000	0.2323380000	1.9441000000	2.0000000000	42.9307000000	131.9710000000	421	641
run565	11.3571000000	182.5000000000	0.0100000000	0.4702420000	0.1579150000	0.1779880000	0.5127740000	3.3718100000	-1064.1900000000	0.1651780000	0.1784870000	1.9163500000	2.0000000000	49.0844000000	292.9690000000	191	697
run566	8.0336700000	182.5000000000	0.0010000000	0.0222214000	0.9502020000	0.1386940000	0.6251090000	2.8099400000	-1062.8300000000	0.2478070000	0.1670960000	1.9141900000	1.0000000000	40.1578000000	245.8170000000	424	545
run567	11.7957000000	182.5000000000	0.0100000000	0.4039590000	0.5936550000	0.4255390000	0.0423920000	3.0987600000	-1067.2900000000	0.1706690000	0.2139360000	2.0789400000	1.0000000000	39.9283000000	250.4260000000	543	435
run568	8.9327500000	91.2500000000	0.0010000000	0.2784960000	0.1205090000	0.8086030000	0.0104663000	2.9759100000	-1070.1000000000	0.2255820000	0.2343640000	1.8749800000	2.0000000000	45.1323000000	149.7820000000	421	641
run569	10.8890000000	182.5000000000	0.0100000000	0.4129510000	0.3195660000	0.6216940000	0.5291420000	2.7007800000	-1071.4300000000	0.2965230000	0.2041760000	2.2096800000	2.0000000000	45.2202000000	248.7230000000	308	604
run570	8.7971900000	182.5000000000	0.1000000000	0.0516099000	0.3034830000	0.6834300000	0.1356740000	3.3809000000	-1062.7900000000	0.2526700000	0.1599740000	2.1552200000	1.0000000000	45.5773000000	158.4670000000	217	645
run571	9.8511800000	91.2500000000	0.0100000000	0.6034530000	0.6535460000	0.3455430000	0.7831240000	2.5346200000	-1075.4100000000	0.0575157000	0.1475850000	2.0124700000	1.0000000000	31.0633000000	212.5830000000	808	302
run572	10.1559000000	91.2500000000	0.1000000000	0.0169478000	0.8203710000	0.7733040000	0.0552673000	3.0386400000	-1063.1800000000	0.1829380000	0.2158780000	1.8691200000	2.0000000000	31.3794000000	267.9310000000	759	304
run573	5.7330200000	91.2500000000	0.0100000000	0.8965680000	0.0701558000	0.2692560000	0.5266310000	3.2090800000	-1062.4100000000	0.1887870000	0.2444200000	2.1133000000	1.0000000000	37.8835000000	267.5040000000	658	433
run574	10.0823000000	365.0000000000	0.0010000000	0.7881950000	0.0612458000	0.1946070000	0.3741930000	3.0151700000	-1062.8900000000	0.1832080000	0.2136690000	1.9650600000	1.0000000000	45.3966000000	106.1100000000	308	646
run575	7.5258800000	91.2500000000	0.0100000000	0.0121578000	0.2098030000	0.0834198000	0.6574790000	3.1384000000	-1075.0100000000	0.1740540000	0.2244310000	1.9882700000	2.0000000000	34.3373000000	188.5830000000	708	431
run576	13.0409000000	182.5000000000	0.0010000000	0.3959280000	0.5308320000	0.5627990000	0.5929840000	3.5596800000	-1067.6500000000	0.1835550000	0.1768550000	1.9790600000	1.0000000000	34.0266000000	209.3720000000	741	377
run577	7.8804100000	365.0000000000	0.1000000000	0.7993450000	0.8124790000	0.8049990000	0.5761730000	3.3136700000	-1071.7600000000	0.1488650000	0.2200280000	1.9135800000	1.0000000000	40.5026000000	224.2350000000	525	411
run578	9.6515200000	91.2500000000	0.1000000000	0.8678780000	0.1442390000	0.7857010000	0.7664390000	2.7531000000	-1062.2500000000	0.2147780000	0.1545790000	1.8506100000	1.0000000000	40.2017000000	122.3820000000	522	496
run579	10.4000000000	91.2500000000	0.0010000000	0.1917360000	0.3430010000	0.9674100000	0.9420170000	2.5326900000	-1068.3300000000	0.1681250000	0.2928200000	2.0725500000	1.0000000000	30.0391000000	151.0450000000	808	250
run580	7.7440200000	182.5000000000	0.1000000000	0.7123680000	0.3104560000	0.6182670000	0.0804213000	2.7213400000	-1074.9800000000	0.1772740000	0.1579250000	2.0842500000	1.0000000000	41.7545000000	220.6520000000	522	495
run581	9.2375200000	91.2500000000	0.0100000000	0.3881790000	0.8727620000	0.6898500000	0.7210390000	3.0694000000	-1062.7200000000	0.2006910000	0.1581810000	1.9727700000	1.0000000000	34.6590000000	236.3380000000	727	370
run582	9.2518500000	365.0000000000	0.1000000000	0.7727350000	0.6868230000	0.6855440000	0.2563170000	2.6388800000	-1064.2000000000	0.1844080000	0.2328760000	2.1042700000	1.0000000000	41.6111000000	199.5270000000	516	496
run583	7.9333400000	182.5000000000	0.0100000000	0.1571000000	0.2058750000	0.4158170000	0.1388950000	2.8005200000	-1069.1000000000	0.2251790000	0.2557750000	1.8560100000	1.0000000000	34.8982000000	219.7120000000	712	368
run584	10.9516000000	91.2500000000	0.0100000000	0.9715400000	0.6284170000	0.2172400000	0.8297230000	3.0937800000	-1072.6400000000	0.1940880000	0.1557460000	2.1718600000	1.0000000000	45.1219000000	255.1680000000	420	641
run585	10.3224000000	91.2500000000	0.0100000000	0.1933490000	0.0572843000	0.4944990000	0.6669520000	2.9354800000	-1070.9500000000	0.1320340000	0.2330110000	2.1033700000	2.0000000000	48.6444000000	145.1190000000	34	684
run586	11.3957000000	182.5000000000	0.1000000000	0.3445820000	0.8987860000	0.1763040000	0.5281580000	2.7809000000	-1075.8500000000	0.1988060000	0.1696760000	1.8686800000	2.0000000000	38.0795000000	263.3720000000	523	435
run587	12.3946000000	182.5000000000	0.0100000000	0.0928705000	0.5064510000	0.8156170000	0.9093810000	2.8921800000	-1064.8000000000	0.1927700000	0.2183000000	1.9766000000	3.0000000000	43.0454000000	100.1340000000	421	483
run588	10.2630000000	91.2500000000	0.0100000000	0.7756970000	0.6969060000	0.6111180000	0.0050982400	2.7921800000	-1065.0800000000	0.0836605000	0.1722890000	1.9627600000	3.0000000000	39.5535000000	279.9310000000	527	436
run589	9.8602900000	182.5000000000	0.0010000000	0.7503800000	0.6763460000	0.4119600000	0.2334550000	2.7072400000	-1070.3200000000	0.2547760000	0.2399770000	1.9965500000	3.0000000000	48.2727000000	195.3520000000	142	645
run590	11.0514000000	182.5000000000	0.0010000000	0.9758090000	0.4901600000	0.2525420000	0.5367480000	3.0561300000	-1067.6400000000	0.1425630000	0.2475410000	1.8621500000	1.0000000000	37.1432000000	109.1620000000	658	433
run591	7.9262100000	91.2500000000	0.0010000000	0.0079413700	0.9167850000	0.2140170000	0.3066060000	2.9625900000	-1064.3500000000	0.1641890000	0.1584140000	2.0280600000	2.0000000000	41.1991000000	295.6300000000	421	496
run592	14.3448000000	365.0000000000	0.0010000000	0.4478280000	0.0845262000	0.5488540000	0.4684060000	2.7172100000	-1071.8700000000	0.1659520000	0.0334674000	2.0578300000	1.0000000000	45.4827000000	176.4980000000	421	645
run593	9.4668300000	91.2500000000	0.1000000000	0.9966460000	0.6882160000	0.3111460000	0.9591990000	2.9538800000	-1069.8000000000	0.2435180000	0.2310980000	2.0103300000	3.0000000000	37.8579000000	237.2360000000	610	444
run594	12.4388000000	91.2500000000	0.0100000000	0.9977300000	0.3445100000	0.5569850000	0.1945210000	2.8283300000	-1062.0000000000	0.2030240000	0.2193240000	2.0291200000	1.0000000000	38.8076000000	210.8800000000	470	491
run595	7.5675700000	365.0000000000	0.0010000000	0.9433590000	0.1643950000	0.2818920000	0.7581100000	2.7961600000	-1065.5600000000	0.0813179000	0.1892520000	2.0540800000	2.0000000000	47.1471000000	227.9520000000	191	646
run596	10.9650000000	182.5000000000	0.1000000000	0.7292260000	0.1504390000	0.1886280000	0.2799470000	2.7133300000	-1064.0300000000	0.1295460000	0.1361580000	1.9103000000	3.0000000000	36.5664000000	237.5830000000	628	431
run597	12.2878000000	182.5000000000	0.0100000000	0.2223860000	0.7724450000	0.1755870000	0.2369250000	3.0285000000	-1061.6400000000	0.2527250000	0.2432370000	2.0792900000	3.0000000000	36.0982000000	261.6260000000	659	431
run598	9.8573000000	365.0000000000	0.0100000000	0.7890480000	0.2141810000	0.7124370000	0.4271490000	3.3190600000	-1063.1600000000	0.2034950000	0.1759840000	1.8700900000	3.0000000000	35.3236000000	246.0680000000	709	434
run599	9.5726000000	182.5000000000	0.0100000000	0.8891010000	0.4275950000	0.5809180000	0.0121571000	3.3533300000	-1072.8300000000	0.1662440000	0.1931410000	2.0660000000	2.0000000000	46.0704000000	205.6550000000	308	646
run600	11.3740000000	182.5000000000	0.0100000000	0.3233510000	0.4645220000	0.2946000000	0.2771580000	3.4311500000	-1067.0300000000	0.1341130000	0.2318310000	1.9741800000	2.0000000000	30.6708000000	240.1410000000	808	302
run601	9.0998400000	365.0000000000	0.0100000000	0.9727220000	0.3896430000	0.4458830000	0.6569060000	2.6333300000	-1068.8900000000	0.1892140000	0.2802640000	2.1029300000	2.0000000000	32.7113000000	206.7660000000	708	431
run602	8.7471000000	365.0000000000	0.1000000000	0.8024220000	0.7532050000	0.4391940000	0.2528160000	3.4397800000	-1071.6800000000	0.1678400000	0.2908740000	1.9401700000	2.0000000000	41.8906000000	253.2580000000	523	496
run603	13.7702000000	365.0000000000	0.0100000000	0.2821040000	0.6364250000	0.0434885000	0.1736120000	3.1814500000	-1073.2100000000	0.2380520000	0.2195480000	1.9620100000	1.0000000000	36.5523000000	277.0930000000	635	379
run604	7.9878800000	365.0000000000	0.0100000000	0.3928270000	0.2279720000	0.4436790000	0.4588470000	3.4273100000	-1070.2100000000	0.2218190000	0.1328510000	1.8849400000	2.0000000000	36.8117000000	109.3870000000	595	433
run605	11.6442000000	182.5000000000	0.0010000000	0.5901250000	0.4454110000	0.4608300000	0.7485470000	3.4205500000	-1069.5400000000	0.2804520000	0.2955000000	2.0710700000	2.0000000000	37.9427000000	156.9290000000	523	435
run606	11.6496000000	365.0000000000	0.0100000000	0.0857735000	0.7859100000	0.6964580000	0.9086010000	3.0928800000	-1071.3900000000	0.1163540000	0.2076730000	1.9713900000	2.0000000000	34.0370000000	213.2660000000	658	433
run607	7.5964800000	365.0000000000	0.0100000000	0.3090540000	0.9868320000	0.7301710000	0.6114260000	2.7777800000	-1065.8600000000	0.2133440000	0.2059100000	1.7085000000	1.0000000000	30.9192000000	246.1040000000	786	332
run608	8.3307200000	365.0000000000	0.0100000000	0.2565130000	0.1855510000	0.2738710000	0.9762400000	2.6582800000	-1067.0100000000	0.1710920000	0.1869070000	2.0750500000	1.0000000000	34.1029000000	181.9540000000	658	433
run609	12.1054000000	182.5000000000	0.0010000000	0.6215410000	0.7586220000	0.0513962000	0.7516340000	3.1236400000	-1063.1300000000	0.0938985000	0.1629850000	1.7723600000	2.0000000000	34.5216000000	288.2080000000	713	431
run610	8.9129600000	182.5000000000	0.0100000000	0.7137220000	0.3718160000	0.1124970000	0.5447300000	2.7687900000	-1075.7300000000	0.1856300000	0.2595940000	1.8871200000	2.0000000000	49.3579000000	118.7020000000	191	684
run611	6.4394700000	365.0000000000	0.0010000000	0.2400630000	0.3850810000	0.0485422000	0.7704250000	3.1756600000	-1074.0000000000	0.1782510000	0.1377380000	2.0985100000	2.0000000000	33.3796000000	191.5250000000	708	431
run612	10.0291000000	365.0000000000	0.0010000000	0.8232730000	0.9412040000	0.0239335000	0.0963813000	2.7761700000	-1062.4100000000	0.2057120000	0.1526950000	2.0336200000	2.0000000000	44.7551000000	179.1830000000	421	641
run613	11.5369000000	182.5000000000	0.0100000000	0.8210410000	0.3066580000	0.6329000000	0.0324564000	3.4915600000	-1072.6700000000	0.1309780000	0.1321040000	2.1602400000	1.0000000000	37.0376000000	113.8000000000	616	433
run614	9.9500800000	91.2500000000	0.0010000000	0.4014390000	0.3740230000	0.4556920000	0.2439590000	3.2005400000	-1069.5200000000	0.1965890000	0.2391990000	2.0788000000	1.0000000000	33.6219000000	124.1040000000	708	431
run615	9.3660900000	182.5000000000	0.0010000000	0.3773190000	0.4031000000	0.7577420000	0.0971335000	2.7019900000	-1075.3900000000	0.1947380000	0.1248720000	1.9723000000	3.0000000000	37.8774000000	286.3150000000	630	364
run616	10.7628000000	91.2500000000	0.1000000000	0.3844640000	0.6448280000	0.0589681000	0.7033760000	3.1227700000	-1069.0300000000	0.2038240000	0.1776810000	2.0405300000	1.0000000000	46.3439000000	207.6080000000	414	641
run617	11.0573000000	91.2500000000	0.0100000000	0.6154160000	0.4795290000	0.7058130000	0.8836700000	3.0345600000	-1068.0500000000	0.2665410000	0.1474470000	2.1112600000	2.0000000000	48.3898000000	279.2410000000	190	684
run618	10.7135000000	182.5000000000	0.0010000000	0.9553080000	0.0511813000	0.5232390000	0.4379440000	2.9796700000	-1064.1400000000	0.1973120000	0.1843880000	1.9126200000	1.0000000000	31.5613000000	229.6980000000	808	239
run619	11.4525000000	365.0000000000	0.0010000000	0.0232084000	0.0826232000	0.5269670000	0.2388320000	3.1870300000	-1061.4100000000	0.1760810000	0.2381540000	2.0087500000	3.0000000000	41.2479000000	223.5760000000	421	522
run620	5.5399700000	91.2500000000	0.1000000000	0.2151760000	0.5298100000	0.3570890000	0.1495350000	2.5640100000	-1065.2000000000	0.2134960000	0.2425730000	2.0779600000	2.0000000000	30.1502000000	282.1950000000	812	302
run621	11.1437000000	365.0000000000	0.0010000000	0.1026400000	0.0100149000	0.6715760000	0.7042860000	3.2133900000	-1073.3500000000	0.1789420000	0.1525480000	2.0203700000	1.0000000000	40.0473000000	275.5240000000	476	515
run622	6.3055600000	365.0000000000	0.0010000000	0.8300100000	0.5270640000	0.4819600000	0.5582960000	3.3890300000	-1065.3300000000	0.2986910000	0.1778250000	1.9523400000	2.0000000000	34.1810000000	127.7540000000	708	431
run623	9.1104600000	365.0000000000	0.1000000000	0.3261970000	0.8845540000	0.3854350000	0.6079180000	3.1749100000	-1063.1100000000	0.1407610000	0.1710060000	2.2517400000	2.0000000000	31.6425000000	252.6900000000	808	302
run624	10.3871000000	182.5000000000	0.1000000000	0.4589480000	0.3543530000	0.5365050000	0.5407510000	3.0176100000	-1070.0000000000	0.1636410000	0.1067710000	2.1092000000	3.0000000000	31.3715000000	210.4530000000	708	370
run625	9.6241500000	91.2500000000	0.0010000000	0.4204690000	0.2601230000	0.2006850000	0.9336180000	2.6518800000	-1070.7600000000	0.2158310000	0.1991130000	2.0800700000	2.0000000000	49.9054000000	142.4880000000	116	684
run626	11.7706000000	365.0000000000	0.1000000000	0.2480190000	0.5929230000	0.3875770000	0.8119350000	2.7975100000	-1063.4300000000	0.2416970000	0.2610450000	1.9619700000	2.0000000000	38.1069000000	142.4080000000	658	433
run627	9.5817000000	182.5000000000	0.1000000000	0.0329838000	0.6458990000	0.1810560000	0.1068990000	3.5140300000	-1069.2500000000	0.2511580000	0.1088040000	1.9954300000	2.0000000000	39.6793000000	157.6680000000	522	496
run628	8.6731700000	365.0000000000	0.0010000000	0.4610190000	0.9937020000	0.8581910000	0.6873210000	2.6671700000	-1075.9500000000	0.2075130000	0.1796970000	2.1080800000	2.0000000000	39.8404000000	181.0020000000	522	496
run629	6.9415900000	182.5000000000	0.0100000000	0.0687620000	0.5201570000	0.6381260000	0.5833740000	3.0100900000	-1062.8600000000	0.0767342000	0.1815480000	1.8377200000	1.0000000000	48.4466000000	122.9680000000	165	684
run630	6.6569600000	365.0000000000	0.1000000000	0.2940520000	0.2711120000	0.1448690000	0.5384700000	2.6598800000	-1074.5600000000	0.0636227000	0.1657240000	1.8961600000	3.0000000000	37.1847000000	130.7020000000	658	433
run631	10.3956000000	365.0000000000	0.1000000000	0.9890410000	0.1020260000	0.6761710000	0.8550210000	3.1539100000	-1075.4700000000	0.1804250000	0.1939710000	1.9203000000	1.0000000000	46.1687000000	294.9770000000	312	646
run632	9.2769700000	365.0000000000	0.1000000000	0.6131850000	0.6621470000	0.1978050000	0.9880050000	2.2252200000	-1065.9700000000	0.1930020000	0.1279630000	2.0547200000	1.0000000000	33.9271000000	146.9130000000	708	381
run633	10.9585000000	365.0000000000	0.0010000000	0.7552780000	0.8356650000	0.3788860000	0.8723300000	3.1188200000	-1061.1100000000	0.1457270000	0.1555720000	1.9155500000	3.0000000000	44.3956000000	209.9580000000	387	552
run634	9.4366200000	182.5000000000	0.1000000000	0.1907300000	0.4028810000	0.8102940000	0.8666200000	3.1122400000	-1065.1200000000	0.2173890000	0.1927210000	1.9946000000	3.0000000000	40.5539000000	268.8530000000	522	506
run635	9.1331200000	91.2500000000	0.1000000000	0.7216680000	0.6127400000	0.7402120000	0.3706360000	3.1950300000	-1067.6800000000	0.1615640000	0.2512950000	2.1474300000	2.0000000000	41.3205000000	261.7790000000	420	496
run636	10.5303000000	365.0000000000	0.0010000000	0.5579650000	0.4680630000	0.9906990000	0.0832997000	2.6418500000	-1064.0600000000	0.1265850000	0.1833210000	2.0288500000	1.0000000000	48.9648000000	184.0180000000	191	645
run637	10.0442000000	365.0000000000	0.1000000000	0.1398190000	0.6053710000	0.7369000000	0.5901830000	2.5899000000	-1070.1500000000	0.2214010000	0.1666190000	1.9017400000	2.0000000000	36.1818000000	135.8650000000	658	433
